"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"63","Am","McKay Snow","7","1:47.192","14:35.051","Green","Track","3.177","9.028","12.389","3.803","0.488","14.404","22.114","14.471","17.977","5.987","3.354","168.359"
"69","ProAm","William Hubbell","7","2:13.419","14:38.454","Green","Pit","3.373","9.885","13.069","3.923","0.501","16.222","23.646","15.120","19.571","8.493","19.616","163.990"
"53","ProAm","Bradley Baker","7","1:50.073","14:44.909","Green","Track","3.237","9.164","12.717","3.861","0.497","15.052","22.905","14.637","18.510","6.088","3.405","165.310"
"1","Pro","Andrea Amici","7","2:02.736","15:05.169","Finish","Pit","3.187","8.892","12.259","3.788","0.486","14.157","22.118","14.303","18.152","8.059","17.335","169.052"
"27","Pro","Paolo Ruberti","7","2:09.015","15:28.891","Finish","Pit","3.179","8.987","12.242","3.783","0.485","15.193","24.573","14.813","20.425","9.246","16.089","169.400"
"88","LB Cup","Jeffrey Cheng","7","1:57.426","15:42.744","Finish","Track","3.422","9.909","13.530","4.003","0.527","16.365","24.841","15.343","19.387","6.580","3.519","155.900"
"22","ProAm","Ryan Hardwick","8","2:16.719","15:43.468","Finish","Pit","3.189","9.070","12.416","3.829","0.503","16.546","25.276","15.219","22.361","12.239","16.071","163.338"
"33","Am","Cameron Cassels","8","2:14.863","15:56.036","Finish","Pit","3.221","8.959","12.213","3.799","0.488","14.752","22.294","14.331","20.381","13.125","21.300","168.359"
"43","LB Cup","Ashton Harrison","8","1:48.635","16:00.548","Finish","Track","3.230","8.890","12.738","3.864","0.495","14.913","22.746","14.268","18.047","6.068","3.376","165.978"
"3","LB Cup","Randy Sellari","8","1:53.516","16:16.836","Finish","Track","3.300","9.741","12.768","3.875","0.496","15.817","23.727","14.965","19.046","6.343","3.438","165.643"
"24","LB Cup","Ron Atapattu","8","1:56.042","16:20.777","Finish","Track","3.310","9.599","13.478","3.945","0.502","16.456","24.040","14.960","19.298","6.913","3.541","163.664"
"53","ProAm","Bradley Baker","8","1:50.404","16:35.313","Finish","Track","3.234","9.201","12.456","3.840","0.493","14.886","22.806","14.718","18.518","6.788","3.464","166.651"
"7","Am","Sheena Monk","8","2:24.321","16:51.353","Finish","Pit","3.224","10.370","16.111","4.928","0.622","17.643","25.045","18.937","20.549","9.204","17.688","132.089"
