"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"31","DPi","Pipo Derani","35","1:11.945","54:15.460","Green","Track","0.580","6.468","2.627","3.815","10.205","7.176","5.310","3.910","10.673","14.704","1.559","4.918","142.241"
"55","DPi","Harry Tincknell","34","1:13.145","54:26.465","Green","Track","0.569","6.363","2.599","3.839","10.647","7.396","5.286","3.999","10.839","15.100","1.620","4.888","144.991"
"50","DPi","Kyle Kaiser","36","1:13.469","54:31.946","Green","Track","0.579","6.484","2.681","3.840","10.478","7.400","5.429","4.111","10.794","15.121","1.606","4.946","142.487"
"77","DPi","Oliver Jarvis","36","1:13.684","54:34.901","Green","Track","0.568","6.380","2.729","4.017","10.681","7.532","5.436","3.968","10.829","15.083","1.606","4.855","145.246"
"7","DPi","Ricky Taylor","36","1:13.703","54:35.798","Green","Track","0.569","6.355","2.741","4.027","10.703","7.451","5.356","3.960","10.935","15.150","1.576","4.880","144.991"
"6","DPi","Dane Cameron","36","1:13.774","54:36.338","Green","Track","0.570","6.371","2.713","3.919","10.845","7.417","5.337","3.974","10.839","15.307","1.584","4.898","144.737"
"5","DPi","Filipe Albuquerque","36","1:13.750","54:36.766","Green","Track","0.582","6.456","2.735","3.927","10.528","7.442","5.485","3.976","10.848","15.233","1.585","4.953","141.753"
"84","DPi","Stephen Simpson","36","1:13.624","54:37.465","Green","Track","0.584","6.509","2.750","3.838","10.539","7.380","5.445","3.974","10.907","15.196","1.556","4.946","141.267"
"85","DPi","Tristan Vautier","31","1:12.615","54:40.635","Green","Track","0.584","6.506","2.638","3.841","10.323","7.261","5.313","3.949","10.778","14.859","1.594","4.969","141.267"
"24","GTLM","Jesse Krohn","35","1:18.564","55:04.639","Green","Track","0.632","7.054","3.082","4.177","11.093","7.728","5.710","4.323","11.744","15.894","1.708","5.419","130.538"
"66","GTLM","Dirk Mueller","36","1:18.468","55:13.088","Green","Track","0.640","7.092","2.976","4.108","10.925","7.838","5.546","4.283","11.659","16.178","1.750","5.473","128.906"
"912","GTLM","Earl Bamber","36","1:17.986","55:13.081","Green","Track","0.634","7.022","2.994","4.074","10.940","7.735","5.675","4.234","11.711","15.787","1.687","5.493","130.126"
"911","GTLM","Patrick Pilet","36","1:17.775","55:13.716","Green","Track","0.630","6.979","2.950","4.054","10.813","7.838","5.606","4.271","11.692","15.883","1.685","5.374","130.952"
"3","GTLM","Jan Magnussen","36","1:17.725","55:13.916","Green","Track","0.620","6.893","3.026","4.131","10.866","7.700","5.753","4.237","11.586","15.935","1.669","5.309","133.065"
"4","GTLM","Tommy Milner","36","1:17.816","55:14.631","Green","Track","0.625","6.948","2.948","4.132","10.792","7.739","5.652","4.271","11.687","15.952","1.704","5.366","132.000"
"67","GTLM","Richard Westbrook","36","1:17.812","55:18.324","Green","Track","0.638","7.080","2.950","3.999","10.764","7.860","5.520","4.327","11.754","15.723","1.728","5.469","129.310"
"25","GTLM","Connor De Phillippi","36","1:18.089","55:20.337","Green","Track","0.631","7.012","2.912","4.031","10.974","7.848","5.602","4.314","11.744","15.929","1.710","5.382","130.745"
"31","DPi","Pipo Derani","36","1:11.932","55:27.392","Green","Track","0.578","6.448","2.575","3.784","10.174","7.226","5.286","3.943","10.673","14.774","1.565","4.906","142.734"
"55","DPi","Harry Tincknell","35","1:13.020","55:39.485","Green","Track","0.567","6.359","2.632","3.952","10.676","7.325","5.234","4.015","10.853","14.904","1.630","4.873","145.503"
"50","DPi","Kyle Kaiser","37","1:13.972","55:45.918","Green","Track","0.579","6.477","2.650","3.844","10.638","7.537","5.450","4.164","10.884","15.144","1.640","4.965","142.487"
"77","DPi","Oliver Jarvis","37","1:13.550","55:48.451","Green","Track","0.565","6.361","2.711","3.939","10.549","7.481","5.487","3.935","10.837","15.205","1.619","4.861","146.018"
"7","DPi","Ricky Taylor","37","1:13.295","55:49.093","Green","Track","0.568","6.357","2.728","3.946","10.592","7.402","5.316","3.981","10.869","15.090","1.573","4.873","145.246"
"6","DPi","Dane Cameron","37","1:13.363","55:49.701","Green","Track","0.570","6.371","2.672","3.925","10.586","7.339","5.322","3.959","10.902","15.225","1.580","4.912","144.737"
"5","DPi","Filipe Albuquerque","37","1:13.391","55:50.157","Green","Track","0.581","6.450","2.746","3.912","10.430","7.399","5.347","4.016","10.922","15.086","1.573","4.929","141.997"
"84","DPi","Stephen Simpson","37","1:13.475","55:50.940","Green","Track","0.583","6.507","2.722","3.806","10.555","7.390","5.448","3.992","10.911","15.062","1.556","4.943","141.509"
"85","DPi","Tristan Vautier","32","1:12.412","55:53.047","Green","Track","0.585","6.498","2.615","3.880","10.228","7.325","5.250","3.937","10.825","14.707","1.594","4.968","141.026"
"24","GTLM","Jesse Krohn","36","1:18.258","56:22.897","Green","Track","0.633","7.041","2.974","4.149","10.993","7.796","5.642","4.254","11.747","15.921","1.701","5.407","130.332"
"912","GTLM","Earl Bamber","37","1:18.741","56:31.822","Green","Track","0.651","7.185","3.082","4.330","11.080","7.854","5.746","4.286","11.664","15.763","1.681","5.419","126.728"
"66","GTLM","Dirk Mueller","37","1:18.906","56:31.994","Green","Track","0.633","7.176","2.998","4.223","10.930","7.838","5.633","4.384","11.711","15.629","1.997","5.754","130.332"
"911","GTLM","Patrick Pilet","37","1:18.695","56:32.411","Green","Track","0.627","6.912","3.023","4.354","11.181","7.845","5.731","4.267","11.741","15.956","1.683","5.375","131.579"
"3","GTLM","Jan Magnussen","37","1:18.842","56:32.758","Green","Track","0.618","6.846","3.081","4.411","11.239","7.879","5.730","4.345","11.640","16.043","1.682","5.328","133.495"
"4","GTLM","Tommy Milner","37","1:18.555","56:33.186","Green","Track","0.624","6.922","2.942","4.187","11.135","7.790","5.782","4.285","11.696","16.180","1.669","5.343","132.212"
"67","GTLM","Richard Westbrook","37","1:17.750","56:36.074","Green","Track","0.637","7.064","2.951","4.046","10.776","7.813","5.559","4.347","11.680","15.691","1.725","5.461","129.513"
"25","GTLM","Connor De Phillippi","37","1:18.087","56:38.424","Green","Track","0.631","7.010","2.914","4.080","10.987","7.779","5.619","4.299","11.739","15.910","1.717","5.402","130.745"
"31","DPi","Pipo Derani","37","1:24.396","56:51.788","Green","Pit","0.576","6.428","2.620","3.795","10.218","7.197","5.296","3.897","10.652","15.076","3.356","15.285","143.229"
"55","DPi","Harry Tincknell","36","1:13.024","56:52.509","Green","Track","0.566","6.347","2.618","3.846","10.583","7.333","5.276","4.033","10.831","15.094","1.620","4.877","145.760"
"50","DPi","Kyle Kaiser","38","1:14.112","57:00.030","Green","Track","0.580","6.477","2.757","3.822","10.651","7.407","5.454","4.299","10.892","15.166","1.637","4.970","142.241"
"77","DPi","Oliver Jarvis","38","1:13.380","57:01.831","Green","Track","0.564","6.372","2.811","3.909","10.639","7.418","5.402","3.908","10.823","15.037","1.626","4.871","146.277"
"7","DPi","Ricky Taylor","38","1:13.524","57:02.617","Green","Track","0.567","6.350","2.705","4.005","10.678","7.410","5.272","4.028","10.863","15.194","1.579","4.873","145.503"
"6","DPi","Dane Cameron","38","1:13.416","57:03.117","Green","Track","0.571","6.382","2.656","3.871","10.630","7.373","5.358","3.976","10.886","15.222","1.593","4.898","144.483"
"5","DPi","Filipe Albuquerque","38","1:13.522","57:03.679","Green","Track","0.579","6.439","2.678","3.982","10.400","7.472","5.401","4.056","10.986","14.993","1.580","4.956","142.487"
"84","DPi","Stephen Simpson","38","1:13.602","57:04.542","Green","Track","0.582","6.491","2.754","3.847","10.580","7.288","5.402","4.029","10.920","15.176","1.571","4.962","141.753"
"85","DPi","Tristan Vautier","33","1:12.903","57:05.950","Green","Track","0.586","6.498","2.685","3.877","10.254","7.480","5.351","3.978","10.762","14.884","1.585","4.963","140.785"
"24","GTLM","Jesse Krohn","37","1:18.172","57:41.069","Green","Track","0.632","7.038","2.875","4.130","11.037","7.704","5.631","4.292","11.790","15.907","1.717","5.419","130.538"
"912","GTLM","Earl Bamber","38","1:17.302","57:49.124","Green","Track","0.635","7.079","2.893","4.016","10.768","7.683","5.565","4.280","11.687","15.638","1.672","5.386","129.921"
"66","GTLM","Dirk Mueller","38","1:18.194","57:50.188","Green","Track","0.649","7.132","3.038","4.109","11.008","7.784","5.545","4.330","11.693","15.709","1.727","5.470","127.119"
"911","GTLM","Patrick Pilet","38","1:18.487","57:50.898","Green","Track","0.632","6.981","3.172","4.261","10.995","7.738","5.571","4.319","11.764","15.953","1.704","5.397","130.538"
"3","GTLM","Jan Magnussen","38","1:18.313","57:51.071","Green","Track","0.621","6.909","3.052","4.404","10.976","7.744","5.696","4.402","11.566","15.945","1.676","5.322","132.850"
"4","GTLM","Tommy Milner","38","1:18.385","57:51.571","Green","Track","0.623","6.924","2.987","4.303","11.032","7.812","5.647","4.315","11.699","16.008","1.680","5.355","132.424"
"67","GTLM","Richard Westbrook","38","1:17.643","57:53.717","Green","Track","0.638","7.073","2.945","4.009","10.763","7.822","5.587","4.292","11.689","15.609","1.740","5.476","129.310"
"25","GTLM","Connor De Phillippi","38","1:18.047","57:56.471","Green","Track","0.632","7.024","2.949","4.023","10.916","7.844","5.639","4.326","11.728","15.859","1.712","5.395","130.538"
"55","DPi","Harry Tincknell","37","1:13.225","58:05.734","Green","Track","0.567","6.357","2.642","3.950","10.640","7.372","5.333","4.108","10.778","14.955","1.632","4.891","145.503"
"77","DPi","Oliver Jarvis","39","1:13.525","58:15.356","Green","Track","0.566","6.374","2.817","3.911","10.469","7.421","5.414","4.079","10.792","15.207","1.618","4.857","145.760"
"7","DPi","Ricky Taylor","39","1:13.229","58:15.846","Green","Track","0.567","6.349","2.709","3.954","10.497","7.360","5.308","4.055","10.853","15.151","1.568","4.858","145.503"
"6","DPi","Dane Cameron","39","1:13.335","58:16.452","Green","Track","0.570","6.374","2.688","3.874","10.539","7.302","5.408","4.008","10.839","15.240","1.589","4.904","144.737"
"84","DPi","Stephen Simpson","39","1:13.606","58:18.148","Green","Track","0.583","6.491","2.744","3.870","10.543","7.320","5.355","4.037","11.000","15.152","1.562","4.949","141.509"
"85","DPi","Tristan Vautier","34","1:13.019","58:18.969","Green","Track","0.585","6.487","2.680","3.926","10.355","7.344","5.305","4.016","10.802","14.974","1.587","4.958","141.026"
"50","DPi","Kyle Kaiser","39","1:26.167","58:26.197","Green","Pit","0.579","6.471","2.680","3.816","10.613","7.410","5.430","4.209","10.833","15.454","3.495","15.177","142.487"
"5","DPi","Filipe Albuquerque","39","1:25.758","58:29.437","Green","Pit","0.581","6.451","2.751","3.933","10.388","7.398","5.358","4.025","10.899","15.126","3.524","15.324","141.997"
"31","DPi","Pipo Derani","38","1:50.987","58:42.775","Green","Track","0.000","0.000","0.000","0.000","10.642","7.400","5.430","3.907","10.781","14.803","1.551","4.913","0.000"
"24","GTLM","Jesse Krohn","38","1:18.109","58:59.178","Green","Track","0.632","7.031","2.960","4.108","10.954","7.824","5.671","4.290","11.711","15.819","1.698","5.411","130.538"
"912","GTLM","Earl Bamber","39","1:17.634","59:06.758","Green","Track","0.635","7.060","2.952","4.042","10.858","7.708","5.621","4.287","11.678","15.704","1.683","5.406","129.921"
"66","GTLM","Dirk Mueller","39","1:18.160","59:08.348","Green","Track","0.637","7.062","2.976","4.131","10.939","7.808","5.572","4.309","11.710","15.822","1.727","5.467","129.513"
"911","GTLM","Patrick Pilet","39","1:18.236","59:09.134","Green","Track","0.629","6.947","3.071","4.121","10.876","7.783","5.621","4.315","11.691","16.055","1.713","5.414","131.161"
"3","GTLM","Jan Magnussen","39","1:18.277","59:09.348","Green","Track","0.618","6.882","3.150","4.194","10.872","7.695","5.728","4.241","11.637","16.243","1.685","5.332","133.495"
"4","GTLM","Tommy Milner","39","1:18.229","59:09.800","Green","Track","0.624","6.924","2.943","4.122","11.021","7.745","5.655","4.330","11.601","16.223","1.683","5.358","132.212"
"67","GTLM","Richard Westbrook","39","1:17.768","59:11.485","Green","Track","0.639","7.061","2.958","3.995","10.798","7.815","5.563","4.322","11.622","15.795","1.732","5.468","129.108"
"25","GTLM","Connor De Phillippi","39","1:18.285","59:14.756","Green","Track","0.631","7.017","2.839","4.068","10.980","7.824","5.698","4.290","11.694","16.128","1.716","5.400","130.745"
"55","DPi","Harry Tincknell","38","1:13.408","59:19.142","Green","Track","0.566","6.342","2.614","3.861","10.520","7.322","5.309","4.100","10.762","15.514","1.615","4.883","145.760"
"77","DPi","Oliver Jarvis","40","1:13.436","59:28.792","Green","Track","0.566","6.388","2.753","3.935","10.643","7.380","5.375","3.938","10.761","15.137","1.657","4.903","145.760"
"7","DPi","Ricky Taylor","40","1:13.419","59:29.265","Green","Track","0.566","6.350","2.742","3.964","10.746","7.324","5.299","4.024","10.819","15.106","1.589","4.890","145.760"
"6","DPi","Dane Cameron","40","1:13.353","59:29.805","Green","Track","0.570","6.380","2.671","3.943","10.599","7.373","5.377","4.011","10.887","15.061","1.588","4.893","144.737"
"84","DPi","Stephen Simpson","40","1:13.436","59:31.584","Green","Track","0.583","6.519","2.706","3.766","10.527","7.311","5.395","4.025","10.853","15.231","1.568","4.952","141.509"
"85","DPi","Tristan Vautier","35","1:19.019","59:37.988","Green","Track","0.584","6.489","2.727","3.903","10.893","7.757","6.012","4.133","11.670","18.348","1.557","4.946","141.267"
"31","DPi","Pipo Derani","39","1:12.389","59:55.164","Green","Track","0.580","6.463","2.642","3.775","10.252","7.292","5.473","3.922","10.733","14.759","1.569","4.929","142.241"
"24","GTLM","Jesse Krohn","39","1:18.002","1:00:17.180","Green","Track","0.634","7.034","2.994","4.095","10.900","7.754","5.636","4.287","11.740","15.832","1.691","5.405","130.126"
"5","DPi","Filipe Albuquerque","40","1:53.776","1:00:23.213","Green","Track","0.000","0.000","0.000","0.000","10.947","7.485","5.672","4.122","11.096","15.111","1.582","4.972","0.000"
"912","GTLM","Earl Bamber","40","1:18.006","1:00:24.764","Green","Track","0.638","7.064","2.995","4.207","10.847","7.708","5.602","4.264","11.628","15.987","1.669","5.397","129.310"
"66","GTLM","Dirk Mueller","40","1:17.839","1:00:26.187","Green","Track","0.637","7.062","2.905","4.088","10.956","7.796","5.548","4.297","11.685","15.668","1.733","5.464","129.513"
"911","GTLM","Patrick Pilet","40","1:17.805","1:00:26.939","Green","Track","0.633","6.963","2.908","4.081","10.851","7.796","5.649","4.281","11.647","15.892","1.704","5.400","130.332"
"3","GTLM","Jan Magnussen","40","1:17.812","1:00:27.160","Green","Track","0.621","6.892","3.067","4.180","10.836","7.723","5.677","4.336","11.606","15.861","1.685","5.328","132.850"
"4","GTLM","Tommy Milner","40","1:17.845","1:00:27.645","Green","Track","0.624","6.934","2.922","4.126","10.989","7.849","5.603","4.345","11.598","15.846","1.667","5.342","132.212"
"67","GTLM","Richard Westbrook","40","1:17.596","1:00:29.081","Green","Track","0.638","7.061","2.968","4.037","10.773","7.779","5.576","4.328","11.628","15.631","1.717","5.460","129.310"
"55","DPi","Harry Tincknell","39","1:13.663","1:00:32.805","Green","Track","0.568","6.326","2.653","3.920","10.715","7.419","5.319","4.105","10.842","15.306","1.621","4.869","145.246"
"25","GTLM","Connor De Phillippi","40","1:18.185","1:00:32.941","Green","Track","0.632","7.027","2.894","4.085","11.038","7.782","5.618","4.324","11.680","15.911","1.760","5.434","130.538"
"50","DPi","Will Owen","40","2:17.102","1:00:43.299","Green","Track","0.000","0.000","0.000","0.000","11.301","7.607","5.791","4.038","11.135","15.505","1.585","4.973","0.000"
"77","DPi","Oliver Jarvis","41","1:15.007","1:00:43.799","Green","Track","0.568","6.391","2.695","4.010","10.846","7.591","5.589","4.002","11.073","15.726","1.638","4.878","145.246"
"7","DPi","Ricky Taylor","41","1:15.074","1:00:44.339","Green","Track","0.568","6.353","2.788","4.035","10.683","7.394","5.802","4.037","11.073","15.778","1.626","4.937","145.246"
"6","DPi","Dane Cameron","41","1:15.109","1:00:44.914","Green","Track","0.569","6.370","2.703","3.975","10.736","7.315","5.596","3.908","11.411","16.029","1.607","4.890","144.991"
"84","DPi","Stephen Simpson","41","1:13.532","1:00:45.116","Green","Track","0.583","6.518","2.693","3.803","10.480","7.275","5.398","3.962","10.928","15.423","1.550","4.919","141.509"
"85","DPi","Tristan Vautier","36","1:12.575","1:00:50.563","Green","Track","0.584","6.501","2.737","3.870","10.269","7.265","5.272","3.914","10.810","14.812","1.582","4.959","141.267"
"31","DPi","Pipo Derani","40","1:12.306","1:01:07.470","Green","Track","0.580","6.470","2.663","3.808","10.285","7.235","5.372","3.935","10.681","14.773","1.568","4.936","142.241"
"24","GTLM","Jesse Krohn","40","1:18.291","1:01:35.471","Green","Track","0.639","7.058","2.950","4.126","10.994","7.781","5.709","4.321","11.739","15.880","1.695","5.399","129.108"
"5","DPi","Filipe Albuquerque","41","1:13.083","1:01:36.296","Green","Track","0.584","6.507","2.673","3.936","10.310","7.288","5.351","4.026","10.824","15.009","1.607","4.968","141.267"
"912","GTLM","Earl Bamber","41","1:17.650","1:01:42.414","Green","Track","0.636","7.053","2.959","4.039","10.825","7.668","5.630","4.258","11.693","15.780","1.692","5.417","129.717"
"66","GTLM","Dirk Mueller","41","1:17.968","1:01:44.155","Green","Track","0.637","7.062","2.908","4.027","10.847","7.752","5.550","4.388","11.608","15.924","1.763","5.502","129.513"
"911","GTLM","Patrick Pilet","41","1:17.983","1:01:44.922","Green","Track","0.631","6.966","2.969","4.123","10.839","7.768","5.600","4.312","11.732","15.945","1.699","5.399","130.745"
"3","GTLM","Jan Magnussen","41","1:18.036","1:01:45.196","Green","Track","0.619","6.873","3.096","4.128","10.874","7.769","5.739","4.234","11.594","16.107","1.680","5.323","133.279"
"4","GTLM","Tommy Milner","41","1:18.034","1:01:45.679","Green","Track","0.624","6.927","2.901","4.133","10.889","7.760","5.712","4.328","11.595","16.128","1.683","5.354","132.212"
"67","GTLM","Richard Westbrook","41","1:17.802","1:01:46.883","Green","Track","0.638","7.061","2.969","4.027","10.790","7.826","5.596","4.298","11.672","15.759","1.719","5.447","129.310"
"55","DPi","Harry Tincknell","40","1:14.192","1:01:46.997","Green","Track","0.565","6.315","2.605","3.978","10.666","7.370","5.370","4.150","10.854","15.772","1.652","4.895","146.018"
"25","GTLM","Connor De Phillippi","41","1:18.403","1:01:51.344","Green","Track","0.633","7.020","2.963","4.058","10.979","7.800","5.630","4.324","11.728","15.978","1.802","5.488","130.332"
"50","DPi","Will Owen","41","1:13.682","1:01:56.981","Green","Track","0.583","6.500","2.752","3.829","10.488","7.337","5.434","4.184","11.021","14.993","1.589","4.972","141.509"
"77","DPi","Oliver Jarvis","42","1:14.108","1:01:57.907","Green","Track","0.564","6.353","2.848","4.020","10.668","7.440","5.419","4.159","10.847","15.279","1.630","4.881","146.277"
"7","DPi","Ricky Taylor","42","1:13.916","1:01:58.255","Green","Track","0.569","6.346","2.710","3.992","10.620","7.439","5.463","4.056","10.913","15.348","1.585","4.875","144.991"
"84","DPi","Stephen Simpson","42","1:14.297","1:01:59.413","Green","Track","0.576","6.447","2.838","3.929","10.802","7.379","5.539","4.043","10.895","15.327","1.572","4.950","143.229"
"85","DPi","Tristan Vautier","37","1:13.033","1:02:03.596","Green","Track","0.584","6.488","2.616","3.929","10.430","7.326","5.330","3.985","10.799","14.985","1.596","4.965","141.267"
"6","DPi","Dane Cameron","42","1:25.632","1:02:10.546","Green","Pit","0.567","6.400","2.751","4.036","10.533","7.435","5.457","3.975","10.853","15.457","3.115","15.053","145.503"
"31","DPi","Pipo Derani","41","1:12.624","1:02:20.094","Green","Track","0.579","6.475","2.650","3.830","10.266","7.307","5.400","3.922","10.704","14.977","1.578","4.936","142.487"
"5","DPi","Filipe Albuquerque","42","1:13.234","1:02:49.530","Green","Track","0.583","6.480","2.768","4.280","10.299","7.318","5.326","3.980","10.829","14.789","1.605","4.977","141.509"
"24","GTLM","Jesse Krohn","41","1:18.990","1:02:54.461","Green","Track","0.631","7.018","2.965","4.573","11.187","7.831","5.738","4.309","11.795","15.832","1.706","5.405","130.745"
"912","GTLM","Earl Bamber","42","1:17.817","1:03:00.231","Green","Track","0.637","7.060","2.958","3.995","10.907","7.801","5.641","4.292","11.678","15.796","1.671","5.381","129.513"
"66","GTLM","Dirk Mueller","42","1:17.868","1:03:02.023","Green","Track","0.640","7.079","2.942","4.050","10.837","7.800","5.578","4.394","11.650","15.736","1.716","5.446","128.906"
"911","GTLM","Patrick Pilet","42","1:17.725","1:03:02.647","Green","Track","0.632","6.966","2.853","4.113","10.900","7.800","5.584","4.335","11.672","15.777","1.698","5.395","130.538"
"3","GTLM","Jan Magnussen","42","1:17.750","1:03:02.946","Green","Track","0.619","6.872","2.986","4.111","10.896","7.747","5.715","4.235","11.575","16.005","1.674","5.315","133.279"
"55","DPi","Harry Tincknell","41","1:16.128","1:03:03.125","Green","Track","0.561","6.383","2.694","4.084","10.942","7.544","5.715","4.507","11.445","15.745","1.639","4.869","147.059"
"4","GTLM","Tommy Milner","42","1:18.780","1:03:04.459","Green","Track","0.622","6.919","2.872","4.106","10.923","7.853","6.105","4.442","12.004","15.868","1.705","5.361","132.637"
"67","GTLM","Richard Westbrook","42","1:18.002","1:03:04.885","Green","Track","0.634","7.038","2.930","4.048","10.857","7.882","5.597","4.309","11.766","15.817","1.703","5.421","130.126"
"25","GTLM","Connor De Phillippi","42","1:18.248","1:03:09.592","Green","Track","0.633","7.002","2.891","4.037","10.989","7.825","5.669","4.356","11.726","15.944","1.736","5.440","130.332"
"50","DPi","Will Owen","42","1:13.455","1:03:10.436","Green","Track","0.582","6.463","2.658","3.907","10.560","7.368","5.464","3.985","10.827","15.085","1.593","4.963","141.753"
"77","DPi","Oliver Jarvis","43","1:13.781","1:03:11.688","Green","Track","0.565","6.350","2.735","3.986","10.763","7.427","5.445","3.984","10.885","15.161","1.624","4.856","146.018"
"85","DPi","Tristan Vautier","38","1:12.920","1:03:16.516","Green","Track","0.584","6.483","2.670","3.869","10.317","7.318","5.302","3.944","10.927","14.960","1.593","4.953","141.267"
"7","DPi","Ricky Taylor","43","1:26.197","1:03:24.452","Green","Pit","0.565","6.310","2.779","4.103","10.679","7.489","5.338","4.110","10.982","15.232","3.546","15.064","146.018"
"84","DPi","Stephen Simpson","43","1:25.491","1:03:24.904","Green","Pit","0.581","6.480","2.742","3.869","10.481","7.440","5.371","4.115","10.929","15.136","3.422","14.925","141.997"
"31","DPi","Pipo Derani","42","1:12.495","1:03:32.589","Green","Track","0.579","6.452","2.627","3.801","10.269","7.243","5.339","3.915","10.751","14.994","1.587","4.938","142.487"
"5","DPi","Filipe Albuquerque","43","1:12.879","1:04:02.409","Green","Track","0.584","6.520","2.698","3.876","10.288","7.314","5.320","4.004","10.840","14.874","1.593","4.968","141.267"
"6","DPi","Dane Cameron","43","1:57.944","1:04:08.490","Green","Track","0.000","0.000","0.000","0.000","11.000","7.415","5.379","3.969","10.796","15.104","1.567","4.894","0.000"
"24","GTLM","Jesse Krohn","42","1:18.125","1:04:12.586","Green","Track","0.630","7.013","2.918","4.121","10.934","7.768","5.656","4.315","11.736","15.926","1.701","5.407","130.952"
"912","GTLM","Earl Bamber","43","1:17.894","1:04:18.125","Green","Track","0.632","7.030","2.959","4.004","10.876","7.729","5.668","4.291","11.790","15.862","1.673","5.380","130.538"
"66","GTLM","Dirk Mueller","43","1:17.850","1:04:19.873","Green","Track","0.634","7.045","2.906","4.004","10.805","7.854","5.587","4.299","11.638","15.922","1.713","5.443","130.126"
"55","DPi","Harry Tincknell","42","1:16.970","1:04:20.095","Green","Track","0.562","6.379","2.891","4.221","10.940","7.630","6.014","4.256","11.094","16.425","1.667","4.891","146.797"
"911","GTLM","Patrick Pilet","43","1:18.974","1:04:21.621","Green","Track","0.632","6.971","3.027","4.272","11.055","7.791","5.649","4.340","11.795","16.324","1.714","5.404","130.538"
"3","GTLM","Jan Magnussen","43","1:18.882","1:04:21.828","Green","Track","0.618","6.861","3.078","4.287","11.084","7.691","5.800","4.289","11.632","16.565","1.668","5.309","133.495"
"4","GTLM","Tommy Milner","43","1:17.783","1:04:22.242","Green","Track","0.622","6.900","2.908","4.062","10.773","7.819","5.624","4.298","11.614","16.129","1.688","5.346","132.637"
"67","GTLM","Richard Westbrook","43","1:17.952","1:04:22.837","Green","Track","0.632","6.982","2.934","4.048","10.824","7.880","5.585","4.321","11.648","15.968","1.699","5.431","130.538"
"50","DPi","Will Owen","43","1:13.825","1:04:24.261","Green","Track","0.579","6.423","2.746","4.158","10.378","7.396","5.431","3.999","10.979","15.144","1.612","4.980","142.487"
"25","GTLM","Connor De Phillippi","43","1:19.415","1:04:29.007","Green","Track","0.630","6.994","2.935","4.628","11.163","7.932","5.886","4.307","11.815","15.982","1.727","5.416","130.952"
"85","DPi","Tristan Vautier","39","1:12.822","1:04:29.338","Green","Track","0.582","6.476","2.662","3.875","10.349","7.283","5.299","3.955","10.849","14.960","1.589","4.943","141.753"
"77","DPi","Oliver Jarvis","44","1:26.378","1:04:38.066","Green","Pit","0.563","6.304","2.761","4.076","10.862","7.553","5.542","4.047","10.943","15.297","3.478","14.952","146.536"
"31","DPi","Pipo Derani","43","1:12.352","1:04:44.941","Green","Track","0.579","6.446","2.651","3.849","10.321","7.243","5.359","3.921","10.691","14.765","1.587","4.940","142.487"
"5","DPi","Filipe Albuquerque","44","1:13.483","1:05:15.892","Green","Track","0.583","6.518","2.773","3.965","10.380","7.364","5.348","3.958","10.850","15.157","1.608","4.979","141.509"
"7","DPi","Ricky Taylor","44","1:57.378","1:05:21.830","Green","Track","0.000","0.000","0.000","0.000","11.800","7.662","5.535","4.041","11.078","15.584","1.571","4.903","0.000"
"6","DPi","Dane Cameron","44","1:13.728","1:05:22.218","Green","Track","0.570","6.388","2.661","3.834","10.395","7.379","5.321","4.021","10.990","15.731","1.563","4.875","144.737"
"84","DPi","Stephen Simpson","44","1:59.132","1:05:24.036","Green","Track","0.000","0.000","0.000","0.000","11.345","7.437","5.501","4.032","10.927","15.076","1.588","4.982","0.000"
"24","GTLM","Jesse Krohn","43","1:18.477","1:05:31.063","Green","Track","0.631","7.029","2.951","4.137","11.028","7.741","5.678","4.231","11.810","16.093","1.720","5.428","130.745"
"55","DPi","Harry Tincknell","43","1:15.197","1:05:35.292","Green","Track","0.587","6.609","2.716","4.057","10.976","7.544","5.459","4.179","11.045","15.442","1.665","4.918","140.545"
"912","GTLM","Earl Bamber","44","1:18.181","1:05:36.306","Green","Track","0.632","7.025","2.985","4.060","10.864","7.792","5.657","4.332","11.694","16.101","1.663","5.376","130.538"
"66","GTLM","Dirk Mueller","44","1:17.796","1:05:37.669","Green","Track","0.633","7.085","2.903","4.059","10.920","7.781","5.584","4.279","11.627","15.766","1.711","5.448","130.332"
"911","GTLM","Patrick Pilet","44","1:17.860","1:05:39.481","Green","Track","0.633","6.947","2.923","4.146","10.843","7.816","5.672","4.287","11.720","15.802","1.685","5.386","130.332"
"3","GTLM","Jan Magnussen","44","1:18.004","1:05:39.832","Green","Track","0.619","6.848","3.021","4.169","10.958","7.780","5.716","4.295","11.628","15.981","1.673","5.316","133.279"
"50","DPi","Will Owen","44","1:15.708","1:05:39.969","Green","Track","0.581","6.448","2.716","3.968","10.798","7.567","5.674","4.075","11.061","16.259","1.597","4.964","141.997"
"4","GTLM","Tommy Milner","44","1:18.564","1:05:40.806","Green","Track","0.622","6.906","2.922","4.122","11.059","7.781","5.663","4.310","11.649","16.569","1.653","5.308","132.637"
"67","GTLM","Richard Westbrook","44","1:18.625","1:05:41.462","Green","Track","0.634","7.013","2.904","4.053","10.903","7.889","5.966","4.275","11.818","16.022","1.707","5.441","130.126"
