"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"93","GS","Tom Dyer","6","2:37.177","16:14.786","Green","Track","22.393","11.149","29.094","17.489","29.751","9.936","20.276","0.589","11.790","1.641","3.069","143.927","105.257"
"56","GS","Eric Foss","5","2:12.587","16:17.008","Green","Track","6.352","6.243","26.891","16.677","29.195","9.960","20.387","0.584","11.624","1.634","3.040","145.159","105.708"
"65","GS","Justin Piscitell","5","4:17.315","16:26.660","Green","Track","125.311","9.905","28.101","17.194","29.723","9.968","20.314","0.589","11.524","1.636","3.050","143.927","105.579"
"59","GS","Rod Randall","7","2:14.542","16:29.497","Green","Track","6.691","6.425","27.217","16.640","29.545","10.047","20.516","0.586","12.159","1.649","3.067","144.663","104.747"
"40","GS","James Pesek","7","2:17.750","16:36.749","Green","Track","6.549","6.809","29.034","17.016","30.116","10.172","20.544","0.587","12.192","1.651","3.080","144.417","104.620"
"88","GS","Greg Liefooghe","6","2:11.878","16:44.188","Green","Track","6.264","6.318","26.692","16.400","29.116","9.911","20.088","0.579","11.865","1.625","3.020","146.412","106.294"
"35","GS","James Cox","6","4:17.403","16:48.180","Green","Track","125.349","10.782","27.718","16.899","29.524","10.033","20.198","0.585","11.647","1.637","3.031","144.911","105.515"
"54","TCR","Stephen Simpson","4","9:01.003","16:50.209","Green","Track","402.714","10.687","29.077","17.595","30.362","10.283","22.594","0.725","12.133","1.680","3.153","116.928","102.814"
"71","GS","Robin Liddell","5","2:31.996","16:57.619","Green","Track","22.745","9.873","27.057","16.687","28.808","9.882","20.198","0.584","11.504","1.623","3.035","145.159","106.425"
"17","TCR","Mikey Taylor","7","2:16.660","17:03.764","Green","Track","6.677","6.360","27.929","17.123","30.232","10.189","20.857","0.614","11.812","1.692","3.175","138.066","102.085"
"39","GS","Tyler McQuarrie","6","3:53.196","17:04.047","Green","Pit","6.315","6.261","26.623","16.473","28.879","9.832","20.188","0.587","11.983","2.933","103.122","144.417","58.891"
"58","GS","DJ Randall","6","2:39.229","17:07.453","Green","Track","22.671","10.760","29.522","18.140","29.569","10.097","21.002","0.588","12.032","1.709","3.139","144.171","101.069"
"57","GS","Christian Hohenadel","5","2:12.998","17:09.917","Green","Track","6.402","6.356","27.077","16.547","29.118","10.058","20.314","0.584","11.829","1.651","3.062","145.159","104.620"
"97","GS","Ramin Abdolvahabi","4","6:00.396","17:17.063","Green","Track","217.092","11.998","31.739","19.671","30.811","10.466","20.802","0.595","12.483","1.663","3.076","142.475","103.865"
"8","GS","Gunnar Jeannette","6","2:13.329","17:23.569","Green","Track","6.344","6.415","27.842","16.528","28.965","9.976","20.320","0.585","11.686","1.627","3.041","144.911","106.163"
"10","TCR","Kieron O'Rourke","6","2:41.546","17:29.389","Green","Track","22.822","10.946","29.931","17.663","30.417","10.764","21.458","0.612","12.102","1.682","3.149","138.518","102.692"
"96","GS","Robby Foley","7","2:12.879","17:31.658","Green","Track","6.246","6.189","27.534","16.605","28.927","10.021","20.280","0.579","11.885","1.611","3.002","146.412","107.217"
"98","TCR","Michael Lewis","6","5:49.919","17:35.703","Green","Track","214.604","10.125","28.419","17.725","30.598","10.331","20.707","0.621","11.943","1.681","3.165","136.510","102.753"
"12","TCR","Russell McDonough","6","2:21.806","17:37.887","Green","Track","6.792","6.479","30.529","17.858","30.619","10.430","21.248","0.623","12.296","1.715","3.217","136.072","100.716"
"46","GS","Owen Trinkler","7","2:11.725","17:40.697","Green","Track","6.349","6.162","26.657","16.650","29.142","9.938","20.170","0.583","11.406","1.628","3.040","145.408","106.098"
"60","GS","Nate Stacy","6","6:05.926","17:42.350","Green","Pit","6.376","6.368","26.919","16.467","29.016","10.079","20.185","0.586","12.502","4.157","233.271","144.663","41.551"
"2","GS","Tyler Cooke","6","5:23.821","17:44.656","Green","Track","192.050","10.334","27.669","16.555","29.426","10.077","20.461","0.595","11.920","1.650","3.084","142.475","104.683"
"33","GS","Russell Ward","7","2:23.157","17:58.350","Green","Pit","6.366","6.967","27.295","16.919","29.494","9.936","20.300","0.580","12.524","2.669","10.107","146.160","64.716"
"73","TCR","Mat Pombo","7","2:26.717","18:01.391","Green","Pit","6.704","6.328","27.703","17.079","30.750","10.242","20.933","0.626","12.599","3.486","10.267","135.420","49.549"
"5","TCR","Tim Lewis Jr","7","2:28.057","18:06.213","Green","Pit","6.796","6.389","27.867","17.427","30.884","10.559","21.206","0.623","12.967","2.736","10.603","136.072","63.131"
"4","GS","Guy Cosmo","7","2:12.714","18:07.672","Green","Track","6.376","6.263","26.796","16.715","29.449","10.032","20.283","0.587","11.541","1.629","3.043","144.417","106.033"
