"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"42","GT3P","Bill Smith","11","1:54.543","26:50.570","Green","Track","3.370","9.439","13.145","3.928","0.502","15.741","23.722","15.207","19.487","6.423","3.579","163.664"
"92","GT3P","Joseph Lombardo","11","1:55.418","26:54.056","Green","Track","3.366","9.674","13.350","3.940","0.509","15.731","23.983","15.403","19.509","6.464","3.489","161.413"
"27","GT3G","Sebastian Carazo","11","1:53.531","26:55.321","Green","Track","3.485","9.559","13.024","3.998","0.509","15.467","23.512","15.192","18.888","6.334","3.563","161.413"
"3","GT3P","Jeff Kingsley","11","2:07.954","27:07.948","Green","Track","3.330","9.372","13.086","3.914","0.516","18.642","28.600","19.171","21.489","6.320","3.514","159.223"
"17","GT3G","Curt Swearingin","11","1:56.553","27:11.978","Green","Track","3.472","9.822","13.366","4.072","0.520","16.163","23.959","15.456","19.566","6.509","3.648","157.998"
"18","GT3G","Richard Edge","11","1:57.022","27:19.790","Green","Track","3.493","9.728","13.355","4.115","0.524","15.879","24.483","15.692","19.684","6.439","3.630","156.792"
"65","GT3G","Efrin Castro","11","1:59.867","27:23.057","Green","Track","3.440","9.797","13.731","4.076","0.523","15.935","25.051","16.689","19.930","6.904","3.791","157.092"
"9","GT3P","Mark Kvamme","11","1:53.912","27:30.837","Green","Track","3.369","9.396","12.964","3.957","0.504","15.483","23.469","15.067","19.293","6.807","3.603","163.014"
"99","GT3P","Alan Metni","11","1:53.272","27:31.697","Green","Track","3.321","9.343","13.096","3.956","0.502","15.255","23.384","15.047","19.274","6.571","3.523","163.664"
"69","GT3P","Dan Hardee","11","2:05.977","27:31.788","Green","Track","3.449","10.465","14.206","4.055","0.540","16.698","25.459","15.973","20.456","10.503","4.173","152.146"
"5","GT3G","Rob Ferriol","11","1:54.469","27:35.071","Green","Track","3.429","9.505","13.032","4.002","0.510","15.284","23.798","15.298","19.417","6.579","3.615","161.096"
"20","GT3P","Fred Poordad","11","1:54.483","27:37.609","Green","Track","3.382","9.531","13.056","3.929","0.500","15.479","23.944","15.224","19.100","6.744","3.594","164.318"
"36","GT3P","Vernon McClure","11","1:56.778","27:38.155","Green","Track","3.364","9.719","13.368","3.966","0.504","16.199","24.764","15.392","19.398","6.558","3.546","163.014"
"4","GT3P","Michael Mennella","11","2:17.598","27:43.586","Green","Pit","3.389","10.008","13.802","4.015","0.509","15.764","24.034","15.598","21.165","10.139","19.175","161.413"
"53","GT3P","Riley Dickinson","10","2:08.305","27:50.966","Green","Track","15.223","9.978","13.926","4.038","0.521","16.007","24.517","15.358","18.895","6.339","3.503","157.695"
"22","GT3G","Bart Collins","11","2:21.335","27:52.097","Green","Pit","3.479","9.979","13.792","4.193","0.569","17.074","25.307","18.778","21.469","10.432","16.263","144.392"
"61","GT3P","Scott Welham","11","1:54.710","27:57.614","Green","Track","3.383","9.488","13.264","4.003","0.509","15.480","23.770","15.222","19.592","6.474","3.525","161.413"
"45","GT3P","Charlie Luck","10","1:55.418","28:09.639","Green","Track","3.359","9.467","13.266","4.015","0.510","15.878","24.300","15.255","19.379","6.459","3.530","161.096"
"7","GT3P","Maxwell Root","12","1:53.859","28:11.011","Green","Track","3.331","9.281","12.787","3.925","0.500","15.864","23.844","15.334","19.100","6.402","3.491","164.318"
"48","GT3P","David Brule","10","1:56.258","28:32.871","Green","Track","3.401","9.608","13.364","4.009","0.512","15.766","24.085","15.205","19.995","6.731","3.582","160.467"
"52","GT3G","Kurt Fazekas","9","1:58.892","28:34.811","Green","Track","3.478","9.681","13.596","4.367","0.680","17.759","24.464","15.371","19.368","6.496","3.632","120.822"
"25","GT3P","Victor Gomez IV","12","1:52.773","28:37.079","Green","Track","3.358","9.420","12.878","3.930","0.500","15.283","23.406","14.894","19.315","6.306","3.483","164.318"
"15","GT3G","Randal Bryant","11","3:15.662","28:42.179","Green","Pit","3.507","9.973","14.219","4.128","0.561","16.374","24.111","16.042","21.427","9.652","75.668","146.451"
"42","GT3P","Bill Smith","12","1:54.527","28:45.097","Green","Track","3.397","9.537","13.264","3.986","0.510","15.685","23.719","15.101","19.458","6.340","3.530","161.096"
"92","GT3P","Joseph Lombardo","12","1:56.944","28:51.000","Green","Track","3.433","9.634","13.435","3.945","0.511","15.856","24.320","15.319","19.737","7.161","3.593","160.781"
"27","GT3G","Sebastian Carazo","12","2:00.465","28:55.786","Green","Track","3.496","9.519","12.944","3.966","0.513","15.540","24.260","16.544","23.739","6.369","3.575","160.154"
"3","GT3P","Jeff Kingsley","12","1:52.770","29:00.718","Green","Track","3.358","9.317","12.985","3.963","0.505","15.224","23.392","15.122","18.884","6.487","3.533","162.691"
"56","GT3P","David Baker","12","2:14.250","29:03.632","Green","Pit","3.370","11.621","13.987","4.017","0.520","16.481","24.274","15.465","19.790","8.175","16.550","157.998"
"17","GT3G","Curt Swearingin","12","1:56.162","29:08.140","Green","Track","3.485","9.678","13.301","4.078","0.521","16.197","23.798","15.438","19.631","6.409","3.626","157.695"
"18","GT3G","Richard Edge","12","1:56.398","29:16.188","Green","Track","3.478","9.688","13.274","4.100","0.531","15.796","24.502","15.479","19.480","6.438","3.632","154.725"
"65","GT3G","Efrin Castro","12","1:56.927","29:19.984","Green","Track","3.603","9.885","13.732","4.099","0.528","15.896","24.139","15.719","19.402","6.360","3.564","155.604"
"9","GT3P","Mark Kvamme","12","1:53.635","29:24.472","Green","Track","3.405","9.475","13.036","3.966","0.505","15.178","23.593","15.352","19.089","6.471","3.565","162.691"
"99","GT3P","Alan Metni","12","1:53.452","29:25.149","Green","Track","3.399","9.488","13.007","3.926","0.500","15.519","23.489","14.953","19.325","6.354","3.492","164.318"
"20","GT3P","Fred Poordad","12","1:54.861","29:32.470","Green","Track","3.371","9.455","13.068","3.942","0.501","15.849","24.160","15.155","19.413","6.407","3.540","163.990"
"36","GT3P","Vernon McClure","12","1:56.955","29:35.110","Green","Track","3.361","9.688","13.424","3.997","0.507","15.979","24.901","15.303","19.398","6.787","3.610","162.049"
