"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"14","GTD","Richard Heistand","12","3:37.512","30:44.455","Green","Track","91.088","10.716","27.058","15.794","28.234","9.437","19.262","0.542","11.074","1.506","2.801","156.407","114.693"
"84","DPi","Stephen Simpson","12","2:57.231","30:55.909","Green","Track","60.339","10.248","25.776","14.920","25.281","8.572","17.473","0.495","10.272","1.343","2.512","171.258","128.613"
"73","GTD","Patrick Long","13","2:02.366","30:56.291","Green","Track","5.870","5.810","25.054","15.189","26.704","9.245","18.721","0.547","10.962","1.486","2.778","154.978","116.236"
"31","DPi","Pipo Derani","13","1:49.589","30:57.897","Green","Track","5.247","4.821","22.294","13.779","24.234","7.912","16.549","0.490","10.449","1.329","2.485","173.006","129.968"
"50","DPi","Will Owen","13","1:52.778","31:13.951","Green","Track","5.304","5.391","23.285","14.665","24.674","8.122","16.898","0.496","10.123","1.327","2.493","170.913","130.164"
"54","DPi","Colin Braun","14","5:01.264","31:23.563","Green","Track","189.115","9.492","24.714","14.379","24.410","8.032","17.097","0.492","9.785","1.305","2.443","172.302","132.358"
"10","DPi","Matthieu Vaxiviere","15","1:51.324","31:26.330","Green","Track","5.169","4.705","23.138","14.052","24.735","8.095","16.865","0.490","10.200","1.357","2.518","173.006","127.286"
"12","GTD","Aaron Telitz","13","2:06.654","31:26.655","Green","Track","5.847","5.885","26.025","15.498","28.086","9.730","19.685","0.544","11.009","1.522","2.823","155.832","113.487"
"5","DPi","Brendon Hartley","16","1:50.085","31:31.116","Green","Track","5.228","4.648","22.412","13.918","24.070","8.663","17.289","0.493","9.588","1.310","2.466","171.953","131.853"
"38","LMP2","Andrew Evans","14","2:12.938","31:31.655","Green","Pit","5.525","6.177","24.158","15.490","27.106","9.037","17.971","0.501","11.991","4.669","10.313","169.207","36.994"
"11","GTD","Mirko Bortolotti","13","2:01.464","31:33.608","Green","Track","5.853","5.818","24.827","15.257","26.668","9.073","18.574","0.545","10.598","1.478","2.773","155.546","116.866"
"55","DPi","Harry Tincknell","9","1:49.344","31:33.554","Green","Track","5.135","4.756","22.040","13.736","25.657","7.917","16.363","0.486","9.498","1.306","2.450","174.429","132.257"
"912","GTLM","Laurens Vanthoor","14","1:58.202","31:44.631","Green","Track","5.681","5.505","23.921","15.022","26.055","8.851","18.183","0.532","10.330","1.432","2.690","159.347","120.620"
