"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"43","LMP3","Stevan McAleer","8","2:08.021","19:53.371","Green","Track","0.000","0.000","26.345","0.000","0.000","9.281","19.330","0.565","11.272","1.463","2.751","150.040","118.064"
"25","LMP3","Ross Chouest","9","2:05.499","19:58.965","Green","Track","6.008","5.995","26.022","15.782","27.363","9.337","18.928","0.549","11.142","1.527","2.846","154.413","113.115"
"70","LMP3","Joel Janco","9","2:03.064","20:18.402","Green","Track","5.919","5.636","25.188","15.812","27.102","9.100","18.761","0.551","10.681","1.499","2.815","153.852","115.228"
"10","LMP3","Joe Robillard","8","2:15.345","20:19.294","Green","Track","5.915","5.748","25.793","15.828","28.293","9.564","19.310","0.537","13.189","4.673","6.495","157.864","36.963"
"12","LMP3","Tim Moser","9","2:02.719","21:06.178","Green","Track","6.041","5.767","25.027","15.489","26.812","9.086","18.633","0.546","11.014","1.494","2.810","155.261","115.614"
"2","LMP3","Tim George","8","2:33.185","21:14.035","Green","Track","23.982","12.632","27.493","16.058","28.783","9.410","19.005","0.548","10.921","1.515","2.838","154.695","114.011"
"75","LMP3","Cameron Cassels","8","5:30.128","21:14.944","Green","Track","205.792","11.185","27.408","15.817","27.145","8.964","18.461","0.546","10.559","1.467","2.784","155.261","117.742"
"7","LMP3","Max Hanratty","10","2:13.296","21:24.816","Green","Track","5.935","5.722","29.073","19.797","29.712","9.155","18.521","0.544","10.585","1.471","2.781","155.832","117.422"
"51","LMP3","Rob Hodes","9","2:05.868","21:29.613","Green","Track","6.023","6.053","25.487","15.915","27.553","9.285","18.708","0.551","11.838","1.563","2.892","153.852","110.510"
"74","LMP3","Wyatt Schwab","9","2:01.084","21:34.617","Green","Track","5.834","5.756","24.943","15.264","26.646","9.052","18.163","0.535","10.649","1.477","2.765","158.454","116.945"
"19","LMP3","Bradley Baker","10","2:04.681","21:37.539","Green","Track","6.013","5.615","25.478","16.053","27.527","9.270","18.692","0.551","11.171","1.499","2.812","153.852","115.228"
"60","LMP3","Bruce Hamilton","9","2:06.908","21:45.450","Green","Track","6.059","6.352","26.041","15.741","28.048","9.414","19.038","0.541","11.339","1.518","2.817","156.696","113.786"
"33","LMP3","Lance Willsey","10","2:03.595","21:45.789","Green","Track","6.086","5.769","25.063","15.542","27.229","9.213","18.651","0.549","11.124","1.527","2.842","154.413","113.115"
"9","LMP3","Scott Andrews","10","2:09.444","21:48.100","Green","Pit","5.799","5.819","24.714","15.270","26.432","8.850","18.152","0.533","10.930","2.891","10.054","159.048","59.747"
"54","LMP3","David Murry","8","2:04.597","21:49.866","Green","Track","5.992","6.051","25.531","15.297","27.260","9.392","18.873","0.545","11.328","1.509","2.819","155.546","114.465"
"43","LMP3","Stevan McAleer","9","2:01.256","21:54.627","Green","Track","0.000","0.000","25.031","15.475","26.624","8.886","18.278","0.534","10.705","1.470","2.754","158.750","117.502"
