"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"7","GS","Trent Hindman","79","1:56.881","3:02:48.956","Green","Track","3.620","9.653","13.878","4.219","0.540","15.008","24.128","16.070","19.484","6.479","3.802","152.146"
"69","GS","Corey Fergus","79","1:55.936","3:02:51.028","Green","Track","3.547","9.645","13.524","4.112","0.529","15.356","23.916","15.692","19.429","6.478","3.708","155.310"
"39","GS","Jeff Westphal","79","1:55.836","3:02:51.212","Green","Track","3.598","9.590","13.787","4.256","0.545","14.907","23.863","15.805","19.405","6.355","3.725","150.751"
"59","GS","Kenny Wilden","79","1:56.952","3:02:54.505","Green","Track","3.621","9.756","13.721","4.199","0.535","15.402","24.199","15.886","19.423","6.441","3.769","153.568"
"56","GS","Eric Foss","79","1:57.007","3:02:54.826","Green","Track","3.661","9.667","13.678","4.202","0.538","15.394","24.298","15.947","19.444","6.416","3.762","152.712"
"2","GS","Tyler Cooke","79","1:57.388","3:02:56.997","Green","Track","3.608","9.704","13.771","4.237","0.542","15.641","24.014","15.970","19.595","6.514","3.792","151.585"
"65","GS","Justin Piscitell","79","1:57.442","3:02:57.256","Green","Track","3.632","9.611","13.830","4.251","0.544","15.647","24.052","16.115","19.554","6.433","3.773","151.028"
"57","GS","Christian Hohenadel","79","1:54.861","3:03:06.561","Green","Track","3.614","9.508","13.636","4.210","0.540","14.955","23.499","15.623","19.120","6.414","3.742","152.146"
"37","TCR","Tom O'Gorman","77","1:58.880","3:03:14.158","Green","Track","3.743","9.831","14.411","4.496","0.576","15.396","24.454","16.269","19.543","6.317","3.844","142.637"
"98","TCR","Mark Wilkins","79","2:01.266","3:03:22.915","Green","Track","3.762","9.921","14.486","4.535","0.583","16.314","24.731","16.364","20.167","6.511","3.892","140.925"
"21","TCR","Mason Filippi","66","2:00.992","3:03:23.838","Green","Track","3.826","9.964","14.341","4.442","0.574","16.157","24.589","16.417","20.166","6.634","3.882","143.134"
"73","TCR","Mat Pombo","79","2:03.125","3:03:31.007","Green","Track","3.793","10.163","14.623","4.528","0.581","15.997","25.317","16.943","20.080","7.057","4.043","141.410"
"61","TCR","Jon Morley","78","2:00.278","3:03:41.784","Green","Track","3.874","9.849","14.428","4.482","0.599","15.222","24.952","16.480","19.888","6.557","3.947","137.160"
"40","GS","Jade Buford","79","1:56.536","3:03:50.363","Green","Track","3.623","9.697","13.861","4.267","0.547","15.131","23.861","15.812","19.470","6.488","3.779","150.199"
"97","GS","Brandon Kidd","79","1:56.792","3:03:54.690","Green","Track","3.576","9.762","13.591","4.185","0.538","15.480","23.631","15.727","19.967","6.579","3.756","152.712"
"5","TCR","Roy Block","78","3:26.986","3:04:02.726","Green","Pit","3.866","10.671","14.835","4.616","0.631","16.377","25.136","16.786","22.210","13.114","78.744","130.205"
"75","GS","Paul Holton","76","1:57.334","3:04:11.097","Green","Track","3.652","9.579","13.770","4.324","0.561","15.248","24.077","15.893","19.580","6.783","3.867","146.451"
"82","GS","Devin Jones","80","1:54.797","3:04:25.676","Green","Track","3.554","9.534","13.498","4.186","0.536","14.869","23.586","15.704","19.221","6.390","3.719","153.282"
"35","GS","Dylan Murry","80","1:54.760","3:04:28.142","Green","Track","3.557","9.526","13.595","4.199","0.534","15.217","23.317","15.640","19.136","6.326","3.713","153.856"
"96","GS","Bill Auberlen","80","1:55.328","3:04:36.393","Green","Track","3.585","9.615","13.498","4.136","0.530","15.172","23.794","15.571","19.236","6.459","3.732","155.017"
"4","GS","Guy Cosmo","80","1:56.155","3:04:37.607","Green","Track","3.646","9.800","13.790","4.256","0.543","15.495","23.660","15.687","19.214","6.328","3.736","151.306"
"88","GS","Greg Liefooghe","79","1:57.282","3:04:38.710","Green","Track","3.937","9.809","13.740","4.270","0.574","15.766","23.892","15.649","19.437","6.505","3.703","143.134"
"60","GS","Kyle Marcelli","80","1:56.027","3:04:39.976","Green","Track","3.607","9.653","13.722","4.213","0.540","15.246","23.842","15.770","19.261","6.412","3.761","152.146"
"71","GS","Robin Liddell","80","1:56.074","3:04:40.416","Green","Track","3.579","9.626","13.825","4.227","0.540","15.067","23.901","15.782","19.364","6.404","3.759","152.146"
"11","GS","Spencer Pumpelly","79","1:56.663","3:04:44.653","Green","Track","3.617","9.570","13.901","4.224","0.540","15.355","23.889","15.870","19.308","6.545","3.844","152.146"
"7","GS","Trent Hindman","80","1:56.960","3:04:45.916","Green","Track","3.603","9.631","13.890","4.233","0.542","15.121","24.025","15.963","19.671","6.485","3.796","151.585"
"69","GS","Corey Fergus","80","1:56.293","3:04:47.321","Green","Track","3.535","9.636","13.536","4.108","0.528","15.575","24.034","15.753","19.494","6.417","3.677","155.604"
"39","GS","Jeff Westphal","80","1:56.359","3:04:47.571","Green","Track","3.575","9.758","13.804","4.265","0.543","15.059","23.986","15.771","19.489","6.364","3.745","151.306"
"59","GS","Kenny Wilden","80","1:58.779","3:04:53.284","Green","Track","3.590","9.701","13.830","4.218","0.537","15.401","24.044","16.003","21.119","6.573","3.763","152.996"
"56","GS","Eric Foss","80","1:58.681","3:04:53.507","Green","Track","3.674","9.647","13.702","4.194","0.534","15.373","24.152","15.952","21.225","6.461","3.767","153.856"
"2","GS","Tyler Cooke","80","1:59.034","3:04:56.031","Green","Track","3.601","9.833","14.309","4.339","0.554","15.619","24.269","16.426","19.727","6.553","3.804","148.302"
