"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP6","SPI"
"14","GTD","Philipp Frommenwiler","211","2:04.716","9:07:39.915","Green","Track","5.906","6.148","25.486","15.544","27.332","9.288","19.108","0.545","11.078","1.497","2.784","155.546","115.382"
"29","GTD","Ricky Feller","240","2:03.415","9:07:43.808","Green","Track","5.794","5.763","25.030","15.865","27.339","9.138","18.831","0.544","0.000","0.000","2.783","155.832","0.000"
"85","DPi","Misha Goikhberg","260","3:05.360","9:07:50.715","Green","Track","66.462","11.156","25.818","15.277","26.039","8.527","17.490","0.506","10.229","1.341","2.515","167.535","128.805"
"50","DPi","Rene Binder","229","1:53.565","9:07:54.074","Green","Track","5.201","5.097","22.626","14.346","26.335","8.469","17.415","0.497","9.771","1.326","2.482","170.569","130.262"
"912","GTLM","Earl Bamber","247","2:00.338","9:07:55.767","Green","Track","5.862","5.735","24.699","15.205","26.256","9.044","18.350","0.535","10.496","1.447","2.709","158.454","119.369"
"63","GTD","Toni Vilander","241","2:04.096","9:07:56.545","Green","Track","5.809","5.753","25.733","15.554","27.114","9.285","18.948","0.559","11.071","1.493","2.777","151.651","115.691"
"24","GTLM","Philipp Eng","248","2:01.538","9:07:57.830","Green","Track","5.681","5.655","24.473","15.477","27.543","9.088","18.174","0.539","10.814","1.424","2.670","157.278","121.297"
"44","GTD","Spencer Pumpelly","241","2:03.486","9:07:58.619","Green","Track","5.883","5.686","25.022","15.690","27.136","9.209","18.788","0.549","11.244","1.493","2.786","154.413","115.691"
"11","GTD","Rik Breukers","241","2:02.704","9:08:14.458","Green","Track","5.859","5.802","25.083","15.274","26.974","9.103","18.884","0.548","10.878","1.502","2.797","154.695","114.998"
"31","DPi","Felipe Nasr","263","1:50.820","9:08:20.302","Green","Track","5.218","4.801","22.813","14.033","24.244","8.729","17.165","0.500","9.523","1.316","2.478","169.545","131.252"
"57","GTD","Katherine Legge","241","2:02.611","9:08:20.412","Green","Track","5.823","5.702","24.929","15.262","27.049","9.220","18.921","0.548","10.867","1.496","2.794","154.695","115.459"
"9","GTD","Lars Kern","241","2:04.540","9:08:24.382","Green","Track","6.010","5.806","25.118","15.563","27.420","9.430","19.310","0.558","10.994","1.514","2.817","151.922","114.087"
"71","GTD","Maximilian Buhk","238","2:03.528","9:08:29.017","Green","Track","5.889","5.836","25.462","15.422","27.221","9.288","18.793","0.554","10.779","1.489","2.795","153.019","116.002"
"911","GTLM","Frederic Makowiecki","248","1:59.188","9:08:30.361","Green","Track","5.652","5.536","24.147","15.315","26.245","8.853","18.311","0.535","10.443","1.445","2.706","158.454","119.534"
"6","DPi","Juan Pablo Montoya","254","1:51.089","9:08:30.607","Green","Track","5.200","4.837","22.756","14.124","24.565","8.313","17.176","0.493","9.821","1.329","2.475","171.953","129.968"
"8","GTD","Parker Chase","239","2:04.245","9:08:33.423","Green","Track","5.902","5.872","25.259","15.520","27.422","9.228","19.143","0.553","0.000","0.000","2.858","153.296","0.000"
"54","DPi","Colin Braun","262","1:51.314","9:08:47.795","Green","Track","5.160","5.357","23.018","14.109","24.715","8.119","16.830","0.490","9.755","1.310","2.451","173.006","131.853"
"12","GTD","Frank Montecalvo","240","2:04.268","9:08:53.505","Green","Track","5.824","5.821","25.278","15.483","27.533","9.242","19.169","0.550","11.033","1.516","2.819","154.132","113.936"
"52","LMP2","Gabriel Aubry","227","1:56.682","9:08:54.109","Green","Track","5.434","5.886","23.669","14.641","25.676","8.514","18.227","0.511","10.175","1.381","2.568","165.896","125.074"
"38","LMP2","Andrew Evans","246","2:04.563","9:08:55.768","Green","Track","5.615","6.101","24.868","15.850","28.370","8.872","18.648","0.560","11.639","1.422","2.618","151.380","121.468"
"25","GTLM","Colton Herta","248","2:00.075","9:08:56.346","Green","Track","5.728","5.736","24.238","15.032","26.643","8.912","18.271","0.533","10.820","1.456","2.706","159.048","118.631"
"84","DPi","Stephen Simpson","262","1:52.085","9:08:57.416","Green","Track","5.235","5.046","22.787","13.907","25.464","8.245","17.001","0.493","10.048","1.346","2.513","171.953","128.326"
"67","GTLM","Richard Westbrook","249","1:59.502","9:08:57.613","Green","Track","5.666","5.614","24.655","15.049","26.286","8.874","18.232","0.527","10.454","1.448","2.697","160.859","119.287"
"55","DPi","Jonathan Bomarito","261","1:51.067","9:08:57.624","Green","Track","5.206","4.961","22.291","13.960","25.161","8.490","16.702","0.491","10.034","1.321","2.450","172.653","130.755"
"4","GTLM","Oliver Gavin","239","1:59.569","9:09:00.300","Green","Track","5.648","5.771","24.434","14.852","26.410","9.087","18.271","0.533","10.421","1.444","2.698","159.048","119.617"
"77","DPi","Timo Bernhard","147","1:52.057","9:09:00.750","Green","Track","5.144","5.277","24.041","14.223","24.220","8.108","17.120","0.490","9.695","1.306","2.433","173.006","132.257"
"47","GTD","Brandon Gdovic","235","2:07.923","9:09:04.115","Green","Track","6.130","6.343","26.110","15.675","28.795","9.585","19.155","0.541","11.254","1.523","2.812","156.696","113.413"
"10","DPi","Renger Van Der Zande","263","1:51.558","9:09:05.424","Green","Track","5.179","4.751","23.836","14.033","25.004","8.120","16.912","0.496","9.446","1.316","2.465","170.913","131.252"
"73","GTD","Patrick Lindsey","241","2:04.727","9:09:11.967","Green","Track","5.931","5.869","25.719","15.499","27.625","9.316","18.912","0.553","10.999","1.502","2.802","153.296","114.998"
"96","GTD","Robby Foley","240","2:05.698","9:09:12.437","Green","Track","5.838","5.963","25.577","15.472","27.565","9.406","19.447","0.606","11.585","1.486","2.753","139.889","116.236"
"5","DPi","Brendon Hartley","263","1:49.622","9:09:13.173","Green","Track","5.222","4.866","22.357","14.074","24.287","8.125","16.897","0.496","9.500","1.321","2.477","170.913","130.755"
"7","DPi","Ricky Taylor","262","1:49.642","9:09:16.662","Green","Track","5.206","4.706","22.555","14.004","24.394","8.032","16.843","0.495","9.590","1.331","2.486","171.258","129.773"
"3","GTLM","Antonio Garcia","249","1:58.439","9:09:27.232","Green","Track","5.646","5.480","24.093","14.866","26.162","8.854","18.269","0.535","10.383","1.447","2.704","158.454","119.369"
"66","GTLM","Sebastien Bourdais","249","1:59.289","9:09:34.018","Green","Track","5.727","5.509","24.061","14.845","26.220","9.037","18.591","0.530","10.595","1.456","2.718","159.949","118.631"
"86","GTD","Trent Hindman","242","2:02.939","9:09:34.732","Green","Track","5.824","5.690","24.986","15.334","27.094","9.200","18.918","0.548","11.064","1.495","2.786","154.695","115.537"
"33","GTD","Felipe Fraga","242","2:02.997","9:09:40.422","Green","Track","5.860","5.804","25.021","15.387","27.096","9.232","19.018","0.548","10.754","1.489","2.788","154.695","116.002"
"14","GTD","Philipp Frommenwiler","212","2:03.797","9:09:43.712","Green","Track","5.821","5.781","25.336","15.475","27.335","9.275","19.015","0.543","10.956","1.487","2.773","156.119","116.158"
"85","DPi","Juan Piedrahita","261","1:53.466","9:09:44.181","Green","Track","5.398","5.104","22.992","14.623","25.009","8.519","17.728","0.503","9.745","1.339","2.506","168.534","128.997"
"29","GTD","Ricky Feller","241","2:03.025","9:09:46.833","Green","Track","5.795","5.805","25.101","15.351","27.073","9.130","18.874","0.544","0.000","0.000","2.811","155.832","0.000"
