"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","SP3"
"53","ProAm","Bradley Baker","18","1:50.095","37:57.528","Green","Track","3.293","9.344","12.800","3.866","0.497","14.861","22.555","14.626","18.664","6.159","3.430","165.310"
"08","LB Cup","Mel Johnson","18","1:51.821","38:05.560","Green","Track","3.369","9.680","12.525","3.880","0.499","15.165","23.151","14.846","18.991","6.275","3.440","164.647"
"7","Am","Sheena Monk","18","1:54.911","38:17.630","Green","Track","3.296","9.562","13.240","3.950","0.505","15.671","24.179","15.011","19.399","6.585","3.513","162.691"
"69","ProAm","William Hubbell","18","1:55.967","38:24.659","Green","Track","3.340","9.602","13.214","3.942","0.504","16.170","24.241","15.236","19.605","6.605","3.508","163.014"
"3","LB Cup","Randy Sellari","18","1:54.298","38:27.092","Green","Track","3.322","9.589","13.180","3.947","0.504","15.705","24.029","15.155","19.188","6.223","3.456","163.014"
"43","LB Cup","Ashton Harrison","18","1:49.454","38:27.793","Green","Track","3.259","9.029","12.517","3.831","0.490","14.865","22.947","14.695","18.399","6.024","3.398","167.672"
"88","LB Cup","Jeffrey Cheng","17","1:57.691","38:32.344","Green","Track","3.402","9.961","13.327","3.950","0.506","16.132","25.038","15.383","19.792","6.670","3.530","162.370"
"24","LB Cup","Ron Atapattu","18","1:55.976","38:35.826","Green","Track","3.322","9.690","13.378","3.957","0.505","16.418","24.013","15.195","19.400","6.598","3.500","162.691"
"36","LB Cup","Matt Dicken","18","1:56.228","38:44.328","Green","Track","3.413","9.663","13.663","3.994","0.511","16.050","24.359","15.010","19.612","6.467","3.486","160.781"
"29","Pro","Richy Antinucci","19","1:46.648","38:57.790","Green","Track","3.206","8.895","12.151","3.763","0.485","14.277","22.185","14.401","17.998","5.938","3.349","169.400"
"27","Pro","Paolo Ruberti","19","1:47.230","39:01.159","Green","Track","3.205","9.001","12.237","3.782","0.487","14.340","22.091","14.520","18.198","5.997","3.372","168.704"
"1","Pro","Andrea Amici","19","1:47.174","39:01.960","Green","Track","3.193","8.943","12.194","3.742","0.479","14.232","22.422","14.507","17.991","6.088","3.383","171.522"
"46","Pro","Conor Daly","19","1:47.093","39:02.420","Green","Track","3.203","8.872","12.181","3.757","0.482","14.398","22.200","14.555","18.022","6.055","3.368","170.455"
"09","ProAm","Jacob Eidson","19","1:48.940","39:17.332","Green","Track","3.240","9.104","12.419","3.808","0.489","14.699","22.557","14.568","18.434","6.203","3.419","168.015"
"6","Am","Steven Aghakhani","19","1:48.877","39:22.128","Green","Track","3.206","9.155","12.293","3.762","0.484","14.855","22.728","14.494","18.387","6.129","3.384","169.750"
"34","Pro","Patrick Liddy","19","1:49.374","39:24.761","Green","Track","3.224","9.215","12.247","3.788","0.487","15.043","22.985","14.528","18.361","6.112","3.384","168.704"
"33","Am","Cameron Cassels","19","1:49.373","39:30.572","Green","Track","3.253","9.152","12.346","3.798","0.487","14.926","22.826","14.585","18.491","6.104","3.405","168.704"
"22","ProAm","Ryan Hardwick","19","1:48.602","39:36.171","Green","Track","3.245","9.247","12.285","3.782","0.487","14.785","22.552","14.423","18.345","6.066","3.385","168.704"
"53","ProAm","Bradley Baker","19","1:51.225","39:48.753","Green","Track","3.258","9.051","12.769","3.886","0.500","15.120","22.924","14.777","19.070","6.405","3.465","164.318"
"08","LB Cup","Mel Johnson","19","1:52.082","39:57.642","Green","Track","3.380","9.415","12.630","3.907","0.501","15.311","22.943","15.041","19.016","6.459","3.479","163.990"
"7","Am","Sheena Monk","19","1:55.147","40:12.777","Green","Track","3.304","9.484","13.212","3.932","0.502","15.782","24.036","15.217","19.532","6.630","3.516","163.664"
"69","ProAm","William Hubbell","19","1:56.693","40:21.352","Green","Track","3.355","9.533","13.150","3.927","0.502","16.017","24.069","15.181","20.768","6.661","3.530","163.664"
