"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"14","GTD","Richard Heistand","5","1:49.069","10:42.349","Green","Track","11.555","14.450","9.749","20.364","7.807","6.372","5.911","10.454","7.231","6.359","5.288","0.482","3.047","169.747"
"10","DPi","Jordan Taylor","4","1:36.813","10:42.812","Green","Track","9.917","12.791","8.511","18.384","6.846","5.642","5.611","9.287","6.392","5.628","4.670","0.424","2.710","192.967"
"81","LMP2","Henrik Hedman","4","1:45.365","10:43.596","Green","Track","11.623","14.209","9.663","20.719","7.157","5.864","5.505","9.962","6.589","5.905","4.902","0.442","2.825","185.109"
"13","GTD","Chico Longo","5","1:53.487","10:47.487","Green","Track","12.437","15.025","10.331","21.802","7.916","6.343","5.945","11.333","7.272","6.319","5.244","0.476","3.044","171.887"
"29","GTD","Daniel Morad","5","1:48.782","10:49.173","Green","Track","11.321","14.307","9.788","20.774","7.850","6.424","5.928","9.974","7.223","6.387","5.283","0.477","3.046","171.527"
"47","GTD","Don Yount","5","1:50.472","10:53.050","Green","Track","11.627","14.343","9.836","20.514","7.922","6.476","6.084","10.925","7.429","6.442","5.316","0.482","3.076","169.747"
"44","GTD","Spencer Pumpelly","5","1:47.030","10:53.828","Green","Track","11.014","14.034","9.804","19.897","7.868","6.491","5.920","9.722","7.214","6.336","5.234","0.474","3.022","172.612"
"11","GTD","Mirko Bortolotti","5","1:47.571","10:59.880","Green","Track","11.221","13.907","9.661","20.132","7.837","6.388","5.874","10.229","7.173","6.343","5.272","0.477","3.057","171.527"
"85","DPi","Devlin DeFrancesco","2","1:41.207","11:04.088","Green","Track","10.971","13.663","9.360","19.692","6.985","5.753","5.403","9.200","6.452","5.733","4.786","0.433","2.776","188.957"
"86","GTD","Justin Marks","5","1:48.065","11:04.484","Green","Track","11.306","14.131","9.795","20.348","7.819","6.345","5.905","10.153","7.159","6.326","5.258","0.476","3.044","171.887"
"88","GTD","Roman DeAngelis","5","1:51.222","11:05.978","Green","Track","11.956","14.503","10.099","20.545","7.854","6.414","6.218","10.928","7.346","6.461","5.340","0.482","3.076","169.747"
"911","GTLM","Frederic Makowiecki","6","1:45.493","11:12.696","Green","Track","10.898","13.848","9.594","20.253","7.610","6.189","5.728","9.811","6.932","6.128","5.103","0.461","2.938","177.480"
"12","GTD","Jeff Segal","5","1:48.206","11:17.808","Green","Track","11.275","14.369","9.707","20.261","7.831","6.391","5.908","10.094","7.196","6.353","5.292","0.478","3.051","171.168"
"48","GTD","Andrea Caldarelli","3","6:12.117","11:21.120","Green","Pit","11.628","14.668","10.005","20.201","7.849","6.428","5.933","10.208","7.367","6.423","9.661","0.000","0.000","0.000"
"63","GTD","Toni Vilander","6","2:00.910","11:34.647","Green","Pit","11.201","14.151","9.746","20.097","7.790","6.326","5.895","9.868","7.132","6.280","8.745","0.000","0.000","0.000"
"54","DPi","Loic Duval","6","1:37.687","11:43.141","Green","Track","10.516","13.514","8.591","18.672","6.808","5.668","5.328","8.802","6.218","5.637","4.749","0.430","2.754","190.275"
"19","GTD","Andrew Davis","3","1:49.030","11:52.302","Green","Track","11.566","14.291","9.877","20.303","7.926","6.471","5.967","10.145","7.219","6.401","5.323","0.480","3.061","170.455"
