"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP1","SP4"
"12","GTD","Frank Montecalvo","2","1:33.962","3:28.992","Green","Track","3.368","13.282","0.576","14.112","10.859","10.024","0.582","13.500","10.487","10.352","2.392","4.428","137.311","139.410"
"44","GTD","John Potter","2","1:33.685","3:34.880","Green","Track","3.424","13.174","0.576","13.967","10.802","9.880","0.582","13.507","10.405","10.463","2.438","4.467","137.311","139.410"
"63","GTD","Cooper MacNeil","2","1:37.442","3:58.549","Green","Track","3.889","13.147","0.582","15.156","11.490","9.919","0.579","14.145","10.869","10.904","2.368","4.394","135.895","140.132"
"96","GTD","Robby Foley","2","1:32.833","4:04.950","Green","Track","3.383","12.758","0.565","13.782","10.792","9.776","0.571","13.709","10.611","10.193","2.356","4.337","139.984","142.095"
"48","GTD","Ryan Hardwick","2","1:35.942","4:10.662","Green","Track","3.490","13.115","0.573","14.335","11.008","10.004","0.644","14.314","10.732","10.861","2.423","4.443","138.030","125.988"
"14","GTD","Richard Heistand","2","1:36.161","4:21.281","Green","Track","3.574","13.150","0.578","14.383","11.402","10.147","0.584","13.936","11.122","10.423","2.417","4.445","136.835","138.932"
"76","GTD","Matt Plumb","2","1:38.171","4:25.820","Green","Track","3.621","13.310","0.583","14.471","11.073","10.024","0.590","16.132","10.989","10.502","2.406","4.470","135.662","137.519"
"74","GTD","Gar Robinson V","2","1:33.995","4:27.722","Green","Track","3.425","12.762","0.578","14.021","10.654","9.911","0.586","13.884","10.821","10.508","2.396","4.449","136.835","138.458"
"57","GTD","Christina Nielsen","2","1:32.272","4:36.994","Green","Track","3.511","12.901","0.565","13.791","10.667","9.841","0.574","13.275","10.241","10.146","2.377","4.383","139.984","141.353"
"86","GTD","Trent Hindman","1","4:47.592","4:47.592","Green","Track","619.605","15.853","0.687","15.349","10.952","9.878","0.580","13.901","10.295","10.196","2.369","4.384","115.125","139.890"
"73","GTD","Zacharie Robichon","3","1:31.225","4:56.227","Green","Track","3.319","12.377","0.565","13.490","10.430","9.755","0.577","13.497","10.220","10.172","2.393","4.430","139.984","140.618"
"12","GTD","Frank Montecalvo","3","1:31.594","5:00.586","Green","Track","3.336","12.621","0.569","13.397","10.353","9.976","0.582","13.368","10.305","10.288","2.375","4.424","139.000","139.410"
