"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","SPI"
"10","DPi","Jordan Taylor","1","53:39.944","53:39.944","Green","Track","0.000","20.538","11.286","21.865","7.128","5.802","5.460","9.637","6.346","5.689","4.819","0.436","2.784","187.656"
"55","DPi","Jonathan Bomarito","1","53:42.680","53:42.680","Green","Track","31.624","17.634","9.180","19.656","6.836","5.717","6.483","9.344","6.163","5.557","4.710","0.426","2.723","192.061"
"85","DPi","Tristan Vautier","2","1:38.295","53:51.767","Green","Track","10.303","13.180","8.731","18.575","6.971","5.723","5.658","9.339","6.217","5.625","4.782","0.434","2.757","188.521"
"84","DPi","Stephen Simpson","2","1:39.661","53:55.047","Green","Track","10.872","13.437","8.799","19.126","7.045","5.756","5.335","9.292","6.327","5.657","4.803","0.435","2.777","188.088"
"77","DPi","Oliver Jarvis","1","53:59.678","53:59.678","Green","Track","32.021","19.813","13.727","21.194","6.956","5.646","5.352","9.285","6.155","5.577","4.755","0.430","2.759","190.275"
"50","DPi","Agustin Canapino","2","1:41.619","54:05.155","Green","Track","11.433","14.198","8.966","20.304","6.994","5.698","5.279","8.952","6.234","5.607","4.766","0.430","2.758","190.275"
"18","LMP2","Roberto Gonzalez","2","1:41.100","54:08.981","Green","Track","11.177","13.788","9.074","19.158","7.176","5.892","5.431","9.016","6.360","5.767","4.948","0.447","2.866","183.038"
"54","DPi","Jonathan Bennett","2","1:39.494","54:15.902","Green","Track","10.720","13.655","8.719","19.404","6.906","5.661","5.242","9.386","6.254","5.604","4.755","0.431","2.757","189.833"
"52","LMP2","Gabriel Aubry","2","1:45.929","54:17.147","Green","Track","11.484","14.137","9.338","20.520","7.265","5.905","5.433","10.508","7.021","5.919","5.024","0.458","2.917","178.642"
"38","LMP2","Kyle Masson","2","1:39.488","54:29.198","Green","Track","10.701","13.372","8.983","18.766","7.105","5.873","5.412","8.856","6.364","5.790","4.953","0.450","2.863","181.818"
"81","LMP2","James Allen","2","1:38.108","54:40.454","Green","Track","10.208","13.246","8.874","18.372","7.101","5.882","5.436","8.576","6.309","5.777","4.982","0.453","2.892","180.614"
"6","DPi","Juan Pablo Montoya","1","55:04.173","55:04.173","Green","Track","0.000","18.358","10.385","21.550","7.069","5.708","5.308","9.032","6.142","5.570","4.749","0.431","2.742","189.833"
"31","DPi","Felipe Nasr","2","1:35.183","55:05.030","Green","Track","10.222","12.855","8.603","17.999","6.875","5.660","5.186","8.162","6.153","5.579","4.734","0.428","2.727","191.164"
"10","DPi","Jordan Taylor","2","1:36.731","55:16.675","Green","Track","10.214","13.102","8.726","18.504","6.913","5.714","5.237","8.525","6.155","5.636","4.794","0.435","2.776","188.088"
